산업분야,자기자본비율,고정비율,유형자산비율,현금성자산비율,현금비율,부채비율,자기자본대비부채비율,유동비율,당좌비율
1,0.716,0.153941411,0.110285249,0.634,1.09,0.283589462,0.395847698,1.713697435,1.67899799
3,0.586,0.023187838,0.013597186,0.0525,0.0945,0.413606999,0.705340956,1.797611643,1.758569544
2,0.14,2.527807068,0.354120267,0.015,0.00644,0.859846139,6.135027627,0.427862605,0.283840087
2,0.549,0.977007032,0.536191755,0.0592,0.132,0.451189462,0.822122447,2.238417155,1.223316831
2,0.895,0.103977526,0.09302294,0.548,2.42,0.105355322,0.117762196,4.40799834,3.930436943
2,0.636,0.536764706,0.341121495,0.037,0.078,0.364835107,0.574394224,2.11337737,1.395851215
1,0.818,0.073288738,0.059932209,0.274,0.0319,0.181454925,0.221679496,0.116325835,0.116325835
2,0.737,0.443786389,0.326993311,0.238,0.491,0.263174087,0.357172682,2.067051377,1.843080827
1,0.889,0.12343412,0.109739436,0.244,0.693,0.110947315,0.124792734,2.834412364,2.834412364
1,0.933,0.068262988,0.063681548,0.127,0.793,0.067114552,0.071942972,6.260804072,6.260804072
1,0.936,0.014822691,0.013868876,0.249,5.45,0.06434828,0.068773752,21.87630604,21.87630604
2,0.662,0.173862545,0.115041537,0.593,1.18,0.338319031,0.511302344,1.98379592,1.647770836
2,0.525,0.63550829,0.333814909,0.0262,0.023,0.474727688,0.903774437,0.879835464,0.621840657
2,0.684,0.373641923,0.255709815,0.144,0.5,0.31859458,0.46755608,3.483478372,2.838154385
1,0.739,0.191703694,0.141596619,0.308,0.375,0.260031314,0.351408827,1.217171405,1.099642041
1,0.592,0.067145428,0.039773735,0.395,0.342,0.406455986,0.684798356,0.866967914,0.671130456
2,0.473,1.185350372,0.56022589,0.473,1.03,0.527375278,1.115843615,2.167309837,1.508437727
0,0.795,0.005918846,0.004706572,0.689,2.59,0.204815911,0.257570435,3.753359911,3.728954881
1,0.36,0.164836028,0.059413637,0.00446,0.00657,0.640416166,1.781003532,1.473547801,1.473547801
2,0.805,0.748307122,0.602759545,0.0824,0.341,0.194502461,0.241468722,4.138177896,2.000117367
2,0.495,0.746098927,0.369044569,0.132,0.131,0.505367779,1.021704124,0.988570958,0.491517988
2,0.537,1.270491803,0.681923505,0.133,0.104,0.462594643,0.860794569,0.782457562,0.465854448
2,0.293,0.971545039,0.284681255,0.0447,0.0481,0.70624364,2.40418616,1.072235746,0.572476814
2,0.587,0.436708861,0.256505576,0.00885,0.0139,0.412193119,0.701237902,1.566012365,1.12446951
2,0.793,0.075007943,0.059491113,0.453,2.73,0.206869159,0.260826018,6.016688322,5.075659198
2,0.794,0.232727273,0.184704185,0.0902,0.383,0.208152452,0.262869102,4.238346005,2.398856339
2,0.653,0.45244143,0.295476481,0.0759,0.151,0.34692877,0.531226541,1.992936258,1.668308219
2,0.0835,3.664017643,0.305858278,0.00964,0.00251,0.916523798,10.97946206,0.260205947,0.124003707
2,0.865,0.09105084,0.078803089,0.0248,0.193,0.132648493,0.152934873,7.761052986,7.301548895
2,0.746,0.248437058,0.18524769,0.128,0.247,0.254347594,0.341107455,1.929678793,1.551532237
1,0.7,0.903270407,0.632094238,0.65,0.805,0.300215933,0.429012245,1.238215063,1.238215063
2,0.907,0.011843695,0.010746587,0.0636,0.156,0.088276365,0.096823282,2.444042784,2.444042784
3,0.288,0.131294964,0.037823834,0.0594,0.0861,0.71146551,2.465799028,1.449351855,1.162494869
2,0.637,0.568456742,0.361919967,0.557,2.23,0.363328922,0.570669745,4.009937102,3.245651234
3,0.752,0.341101026,0.256586823,0.121,0.194,0.24776883,0.329378575,1.600303535,1.081501512
2,0.591,0.418472897,0.247511408,0.000438,0.00066,0.408501937,0.690622119,1.503608233,0.49624468
0,0.498,0.446368715,0.222500696,0.0942,0.0519,0.500447121,1.00178897,0.550505732,0.406904881
2,0.195,2.416198552,0.470525268,0.0502,0.0314,0.805415812,4.139141415,0.622321255,0.497758174
1,0.932,0.056810505,0.05296379,0.633,8.53,0.067711335,0.072629152,13.4736763,13.4736763
1,0.761,0.384716613,0.292957891,0.308,0.65,0.238509902,0.313214713,2.109596832,2.109596832
2,0.352,1.659098258,0.5834283,0.109,0.0816,0.648346144,1.843705486,0.747219606,0.63466626
2,0.661,0.669012161,0.442044806,0.154,0.16,0.337075913,0.508470678,1.037125815,0.904083696
2,0.834,0.424429021,0.353896356,0.0345,0.13,0.166182473,0.199303165,3.768884782,0.685908279
2,0.595,1.023076923,0.608695652,0.19,0.17,0.405026811,0.680745634,0.896972902,0.582144527
2,0.789,0.211965812,0.16734143,0.0532,0.145,0.209926489,0.265704827,2.732185821,2.112393688
2,0.897,0.261542931,0.23471511,0.133,1.05,0.102575211,0.114299507,7.93476992,5.580547105
1,0.754,0.008462258,0.006380418,0.508,1.37,0.246014627,0.326285675,2.705636402,2.705636402
2,0.598,0.244854857,0.146486437,0,0,0.401741755,0.671518961,0.343991902,0.22234365
0,0.81,0.126229508,0.102257636,0.0478,0.13,0.194306266,0.241166213,2.710060399,2.065087175
1,0.811,0,0,0.183,2660,0.188585445,0.232415655,14505.89242,14505.89242
1,0.967,0.005565107,0.005381887,0.842,6.7,0.032978168,0.034102749,7.951442203,7.951442203
3,-0.295,-0.019309427,0.005699065,0.0244,0.0157,1.295924128,-4.379225206,0.642076091,0.616672434
3,0.571,0.340413828,0.194477604,0.123,0.198,0.428702396,0.750401178,1.608328425,1.508111939
1,0.771,0.035662211,0.027492794,0.893,0.857,0.227321472,0.294199124,0.959983455,0.959983455
1,0.798,0.020566283,0.016416167,0.187,4.84,0.201792233,0.252806652,25.93210324,25.93210324
0,0.27,0.006571156,0.001776831,0.0442,0.0478,0.730129002,2.705483337,1.082178996,0.838018339
1,0.7,0.205499954,0.143937557,0.0814,0.0168,0.301214778,0.431054256,0.206774512,0.192144067
2,0.567,0.392254134,0.222231907,0.088,0.148,0.433449166,0.765066682,1.675694844,1.037461499
2,0.737,0.521534003,0.384238662,0.172,0.19,0.263960995,0.358623399,1.104833404,0.803147646
2,0.658,0.574740656,0.378465833,0.04,0.0263,0.343166661,0.522457176,0.657453277,0.260615641
2,0.618,0.598564963,0.369704156,0.149,0.262,0.382349153,0.619037689,1.755639005,1.100611165
1,0.527,0.834999019,0.440403189,0.354,0.216,0.472570412,0.895987677,0.609373694,0.5844466
2,0.456,1.501184978,0.684128334,0.0322,0.0242,0.544274461,1.19430318,0.750160724,0.570225837
2,0.515,0.747616925,0.385343212,0.0748,0.0807,0.48457131,0.940132591,1.0789418,0.629330342
2,0.912,0.326649966,0.297965935,0.332,2.41,0.085542046,0.09354412,7.25294409,6.221644264
1,0.564,0.009909553,0.005589378,0.52,0.695,0.435742209,0.772240952,1.342105383,1.319695295
2,0.674,0.551219512,0.371303395,0.221,0.439,0.326744758,0.485321049,1.979485473,1.456251941
2,0.874,0.259968282,0.227125231,0.628,3.71,0.12633484,0.144603271,5.912514604,5.753432088
1,0.882,0,0,0.0215,99999,0.118008104,0.133797266,999999,999999
2,0.904,0.17207115,0.155480094,0.354,1.61,0.093904984,0.103637457,4.533170265,3.746684241
2,0.366,1.372093023,0.502840909,0.0754,0.12,0.63291204,1.724142737,1.5799499,0.852981193
0,0.495,0.142807508,0.07068854,0.628,0.683,0.505008241,1.020235654,1.087174815,0.959251529
2,0.496,0.442956024,0.219907246,0.0991,0.105,0.505259081,1.021264889,1.058042398,0.968923703
2,0.557,0.177249355,0.098661291,0.178,0.206,0.443375742,0.796544052,1.156405927,0.866649609
2,0.851,0.28114704,0.239146415,0.112,0.574,0.149747213,0.17612076,5.153033332,3.764116658
1,0.948,0.035680218,0.033836821,0.684,0.368,0.050962162,0.053698767,0.538495879,0.538495879
2,0.959,0.188374497,0.180639622,0.0832,1.73,0.041061156,0.042819369,20.82116349,18.50457427
0,0.573,0.580733363,0.33255355,0.0131,0.0224,0.427355873,0.746285262,1.703695944,0.772395216
2,0.822,0.100454352,0.08255737,0.284,0.921,0.181217351,0.221325062,3.242065776,2.736134062
2,0.367,1.018285777,0.373685415,0.197,0.145,0.633025008,1.724981322,0.738658859,0.531750777
2,0.811,0.083404432,0.067658408,0.0955,0.294,0.188791214,0.232728266,3.080813644,2.569088605
2,0.282,1.130135593,0.318186801,0.0915,0.103,0.718730608,2.555316819,1.129188946,1.088639727
2,0.944,0.330143541,0.311512415,0.0316,0.374,0.054814275,0.057993126,11.81183535,10.44798512
2,0.696,0.51114407,0.355982128,0.0802,0.165,0.303558138,0.435870034,2.06035594,1.638732487
1,0.96,0.0000192,0.0000184,0.0347,0.376,0.038976983,0.040557944,10.8078421,10.8078421
2,0.793,0.345356861,0.273915944,0.154,0.465,0.206861147,0.260813282,3.014718741,2.190943625
1,0.952,0,0,0.0045,0.0928,0.04845904,0.050926909,20.63598115,20.63598115
2,0.442,0.613003412,0.270967288,0.0652,0.0434,0.559352644,1.269389456,0.665008938,0.561419751
2,0.415,1.172715606,0.486351164,0.0131,0.0112,0.585277828,1.411252801,0.852180557,0.358455133
2,0.618,0.80966701,0.500567515,0.248,0.232,0.381761257,0.617498112,0.937318519,0.596396148
1,0.604,0.13299493,0.080351103,0.696,1.08,0.393526759,0.64887833,1.551041583,1.551041583
2,0.486,1.298744202,0.630952212,0.193,0.13,0.514182846,1.058387588,0.674236247,0.397312054
2,0.387,0.646624061,0.249946923,0.213,0.289,0.613458673,1.587045499,1.360323495,1.025974267
2,0.333,1.172774869,0.390243902,0.13,0.122,0.666698748,2.000291549,0.940339568,0.575700719
2,0.892,0.046002191,0.041031398,0.062,0.722,0.108055561,0.121146067,11.6414674,9.183757161
0,0.482,0.003700644,0.001782968,0.126,0.23,0.518200613,1.075552662,1.830076458,1.412087648
2,0.506,0.262659224,0.13294915,0.0362,0.0588,0.493834072,0.975636731,1.624097529,0.811528224
2,0.786,0.223052798,0.175374103,0.131,0.43,0.2137552,0.271868508,3.28984929,2.391109701
1,0.653,0.125186905,0.081754714,0.248,0.241,0.346938771,0.531249989,0.969945889,0.958020364
2,0.398,0.84149029,0.334635231,0.0592,0.0457,0.602330253,1.514649421,0.77280609,0.546278627
2,0.489,0.537075775,0.26253249,0.152,0.222,0.511181659,1.04574975,1.464687599,1.032965175
2,0.62,0.490520203,0.303926105,0.0783,0.099,0.380400433,0.613945609,1.264883353,1.123320436
2,0.328,1.680132958,0.551880485,0.126,0.0475,0.671525707,2.044378271,0.377620613,0.279787155
2,0.449,0.423119249,0.190027703,0.00726,0.00319,0.55088854,1.226618757,0.439656777,0.369524447
1,0.566,0.041545981,0.023512198,0.0304,0.0412,0.434068048,0.766996891,1.35494852,1.235232165
2,0.574,0.872962443,0.50085656,0.104,0.119,0.427240937,0.745937899,1.140765975,0.869238261
1,0.55,0.006937285,0.003814315,0.102,0.137,0.447944592,0.811414335,1.342955484,1.331019028
2,0.433,0.923076923,0.4,0.175,0.217,0.566377492,1.306152515,1.240018765,1.054178909
2,0.559,1.031847134,0.577286408,0.316,0.188,0.442446364,0.793548526,0.594400383,0.466698385
1,0.784,0.063246809,0.049564023,0.759,2.09,0.216339548,0.276062863,2.758544728,2.758544728
3,0.158,0.310167745,0.049039196,0.138,0.135,0.841915078,5.325893497,0.987362398,0.76687603
0,0.388,0.111240671,0.043120304,0.00376,0.00468,0.6124061,1.580031133,1.243141462,0.800233979
2,0.598,0.324173133,0.193890403,0.0872,0.131,0.401892436,0.671940066,1.502837467,1.231185953
2,0.853,0.46057351,0.392893537,0.0291,0.0916,0.146947167,0.172260335,3.149135773,2.368985535
2,0.863,0.367303168,0.317007045,0.134,0.773,0.137812737,0.159840956,5.760947499,3.553207198
2,0.918,0.417059416,0.383054657,0.216,1.84,0.085043182,0.092947354,8.547306895,6.999315315
2,0.407,0.27273011,0.111087135,0.129,0.141,0.592676836,1.455051421,1.086737753,0.911409467
0,0.705,0.18602858,0.131239341,0.0687,0.112,0.292042931,0.412513524,1.623940106,0.698627362
0,0.42,0.216313988,0.090921815,0.224,0.27,0.580030633,1.38112769,1.204418503,1.106964664
2,0.227,2.552380952,0.58008658,0.0389,0.0224,0.772244235,3.39070046,0.574484094,0.388420365
2,0.53,0.892703863,0.473047404,0.000354,0.000318,0.470589458,0.888890322,0.898116972,0.641804993
2,0.581,1.250309983,0.726015691,0.0166,0.0112,0.419331445,0.72215284,0.677891719,0.425131333
1,0.713,0.322777939,0.230070121,0.761,1.62,0.287218568,0.402954616,2.12839789,2.121134562
2,0.418,0.644809095,0.26982912,0.00979,0.0112,0.581536424,1.389694248,1.142811101,0.591279838
2,0.833,0.284740033,0.237157403,0.164,0.682,0.165679381,0.198579227,4.171020676,2.895305803
2,0.406,1.41738013,0.574811912,0.312,0.393,0.594454656,1.465815513,1.257326036,1.006176648
2,0.348,1.753424658,0.60952381,0.0549,0.0429,0.652516632,1.877835581,0.781312287,0.224918321
2,0.678,0.139433566,0.094519122,0.683,1.82,0.322120747,0.475188974,2.658489833,2.469094619
2,0.891,0.414741248,0.369726612,0.29,0.919,0.108690468,0.121944785,3.165237129,2.113434853
2,0.546,0.84,0.458515284,0.134,0.2,0.456112632,0.838619795,1.50137545,0.972037112
2,0.402,1.162496726,0.467771168,0.054,0.122,0.597615067,1.485182513,2.259955355,2.235308736
2,0.813,0.127955781,0.104020108,0.0963,0.634,0.187062064,0.230106206,6.583808127,5.168101314
3,0.668,0.162731063,0.108730025,0.164,0.394,0.331842228,0.4966525,2.407697719,2.384160209
0,0.812,0.076455464,0.06204501,0.0428,0.123,0.187325394,0.230504434,2.873383008,2.793745197
1,0.858,0.080447885,0.069032958,0.215,1,0.143952197,0.168159036,4.675396302,4.653283335
0,0.525,0.809859155,0.425374515,0.0247,0.00442,0.47381464,0.900466536,0.179319809,0.114380071
2,0.475,0.47826087,0.22740697,0.0951,0.11,0.525763017,1.10864626,1.156747819,0.915747661
2,0.876,0.393649186,0.344915586,0.175,0.907,0.12379957,0.141291382,5.193513935,4.572075665
2,0.647,0.345419948,0.223410274,0.102,0.165,0.353221273,0.546123825,1.616737661,1.53918871
0,0.0915,6.813880126,0.623556582,0.0604,0.0173,0.908381918,9.914797761,0.285890475,0.205412124
1,0.542,0.01503418,0.0081525,0.308,0.521,0.458962002,0.848296425,1.69595164,1.69595164
2,0.433,1.206443064,0.522171238,0.252,0.298,0.567181201,1.31043569,1.183722984,0.734928279
1,0.61,0.565905097,0.345123258,0.0484,0.107,0.390043664,0.639461616,2.202628529,2.194017194
3,0.219,2.205882353,0.482673267,0.00206,0.00359,0.781243346,3.571253145,1.741021557,1.417467961
1,0.904,0.008488199,0.007676389,0.0295,0.35,0.09017974,0.099118044,11.8171564,11.8171564
1,0.415,0.497471397,0.206572366,0.231,0.25,0.58475529,1.408218515,1.082090374,1.082090374
0,0.32,0.47471073,0.152115576,0.0445,0.0376,0.679561538,2.120724,0.844643896,0.623859695
1,0.807,0.183404912,0.148004404,0.26,0.328,0.192056785,0.237710854,1.264219112,1.041725868
1,0.757,0.022898784,0.017326813,0.237,0.623,0.24333043,0.321580833,2.626615274,2.626615274
2,0.847,0.550677899,0.466597774,0.127,0.34,0.152684765,0.1801983,2.671821903,2.210802243
2,0.446,0.739393818,0.32957423,0.0421,0.0333,0.554264288,1.243481897,0.791703228,0.728787212
1,0.819,0.2125,0.174135723,0.264,0.611,0.179707832,0.219077909,2.317165833,2.200640596
1,0.667,0.024301816,0.016217284,0.338,0.845,0.332671946,0.498513353,2.502130656,2.481150616
2,0.37,0.760213155,0.281107893,0.156,0.13,0.630224904,1.704346534,0.832864591,0.740307168
2,0.318,0.826559588,0.262970037,0.0273,0.0264,0.682029361,2.144967425,0.967081123,0.665912798
1,0.844,0.080047845,0.067539851,0.234,0.454,0.156256472,0.185194277,1.940291651,1.936777242
2,0.815,0.459783662,0.37461116,0.296,1.1,0.185244733,0.227362425,3.700681588,2.63185497
2,0.523,0.789381594,0.413032289,0.253,0.307,0.476764733,0.911186159,1.216693405,0.958182406
2,0.53,0.473276312,0.250939654,0.13,0.209,0.469781927,0.886016434,1.604783797,1.494825477
1,0.622,0.011416823,0.007102578,0.15,0.28,0.377884837,0.607419429,1.871188302,1.871188302
2,0.979,0.282099538,0.276056616,0.0596,1.55,0.021421238,0.021890152,25.98558834,25.2773255
1,0.255,0.579470194,0.147481692,0.616,0.325,0.745488735,2.929099166,0.527227814,0.471103961
2,0.692,0.364227349,0.2520302,0.00108,0.00208,0.308041528,0.445173433,1.922947388,1.613962558
2,0.366,1.047064487,0.38370597,0.218,0.178,0.633541224,1.728819897,0.815369143,0.741845641
2,0.808,0.645430295,0.521385001,0.0752,0.267,0.19219007,0.237914963,3.554416248,1.661970211
2,0.387,0.677472012,0.262418104,0.00276,0.00474,0.612714067,1.582077019,1.713271713,0.374475523
0,0.927,0.004007308,0.003716123,0.614,6.45,0.072663489,0.078357196,10.5200281,10.51107442
0,0.462,0.457013974,0.21107234,0.06,0.0497,0.538149046,1.165200681,0.82734728,0.773069684
2,0.804,0.546997429,0.43986391,0.184,1.03,0.195857446,0.243560604,5.581599265,5.384765935
1,0.821,0.026728022,0.021947525,0.415,0.455,0.178120293,0.216723427,1.096557674,1.096557674
2,0.915,0.412474849,0.377532228,0.0352,0.236,0.084264053,0.092017887,6.68640987,3.814962713
2,0.467,1.13999169,0.531845773,0.0686,0.0578,0.532967495,1.141186377,0.842201012,0.332298862
0,0.281,1.199648474,0.33739154,0.154,0.111,0.717961984,2.545635082,0.717761748,0.41799669
3,0.645,0.294883386,0.190302147,0.134,0.286,0.354236065,0.54855623,2.130138875,2.098398692
1,0.455,0.659240764,0.29973134,0.284,0.635,0.545338584,1.199438887,2.234498339,2.22178743
2,0.51,0.614103019,0.313308474,0.00753,0.00718,0.489811213,0.960058758,0.953604029,0.834805412
1,0.631,0.218683652,0.138069705,0.268,0.38,0.368917122,0.584577928,1.418560326,1.34725441
1,0.762,0,0,0.0692,0.0692,0.237923097,0.312203527,0.999891538,0.999891538
2,0.792,0.573085847,0.454044118,0.0543,0.0931,0.207905722,0.262475508,1.715463165,1.141683205
1,0.869,0.013932997,0.012112947,0.435,1.11,0.132193555,0.152330152,2.549303641,2.546486448
2,0.842,0.224110995,0.188750651,0.363,2.32,0.157780498,0.187338927,6.399301637,4.339595375
2,0.534,0.112946211,0.060317641,0.00212,0.00219,0.46596136,0.872523682,1.037009693,0.9082867
2,0.327,1.75531244,0.574846918,0.0193,0.00959,0.672510201,2.053530227,0.497629002,0.367417465
1,0.724,0.065653409,0.047538662,0.777,3.31,0.275914803,0.381052953,4.267212606,4.22732208
2,0.494,1.437907483,0.710316619,0.12,0.0738,0.50600673,1.024319077,0.616484085,0.379461341
2,0.734,0.331447892,0.243193542,0.391,0.916,0.264779513,0.360136989,2.344302653,1.750784195
2,0.894,0.262338584,0.234567116,0.212,2,0.105861164,0.118394548,9.447412017,4.871006187
2,0.376,0.258682831,0.097152359,0.354,0.282,0.624434451,1.662651044,0.795795757,0.717629902
2,0.181,0.751192469,0.136235776,0.0221,0.0132,0.818638755,4.513904383,0.599553237,0.388302965
2,0.436,0.903846154,0.393854749,0.00323,0.0032,0.565279541,1.300327985,0.994031551,0.499734185
1,0.962,0.002668073,0.00256643,0.195,5.79,0.037361261,0.038811334,29.6762912,29.6762912
2,0.809,0.418184315,0.338394692,0.103,0.305,0.190800135,0.235788639,2.977595585,1.646636473
2,0.208,2.510160151,0.522711406,0.0123,0.00619,0.791761731,3.802191273,0.5011696,0.403041157
2,0.5,0.52189781,0.260948905,0.116,0.101,0.49874179,0.994979276,0.870211545,0.674928961
2,0.726,0.660869565,0.479495268,0.333,0.649,0.274504591,0.378368001,1.952521455,1.574339386
2,0.77,0.626506024,0.482119205,0.28,0.916,0.230166098,0.298980948,3.270099042,2.845150037
2,0.42,0.737288421,0.309518037,0.183,0.424,0.58019409,1.382053173,2.310385985,1.174510871
2,0.729,0.09798744,0.071417907,0.178,0.408,0.271152435,0.372029005,2.293815648,2.078121749
2,0.394,0.641631738,0.252638272,0.0373,0.0475,0.606256584,1.539725009,1.273010096,1.242065907
1,0.684,0.011772313,0.008057179,0.102,0.412,0.315582294,0.46109604,4.027298672,3.788050212
3,0.839,0.076018774,0.063751446,0.474,2.86,0.161372347,0.19242431,6.028721233,5.751762913
2,0.862,0.231719876,0.199645075,0.31,2.12,0.138305016,0.16050336,6.863754658,6.501412479
2,0.631,0.604789586,0.38134838,0.1,0.0691,0.368921743,0.584587223,0.6892709,0.562504513
3,0.5,1.129699248,0.565380997,0.145,0.106,0.499734258,0.998937598,0.735242493,0.725999568
2,0.904,0.34796718,0.314479039,0.242,1.4,0.096239367,0.106487674,5.790685221,5.273470698
2,0.388,0.86547409,0.335881036,0.025,0.017,0.611910929,1.576728061,0.682518519,0.470466472
2,0.695,0.365482234,0.253968254,0.071,0.142,0.303706642,0.436176324,2.001101906,1.517173448
2,0.803,0.316147444,0.25376453,0.35,0.849,0.197322214,0.245829918,2.42202638,2.059499899
2,0.951,0.084213937,0.080091626,0.275,3.55,0.048950465,0.051469943,12.91878638,11.24638953
2,0.784,0.218134859,0.171034842,0.251,0.584,0.215921551,0.275382586,2.328824712,1.488751107
1,0.375,1.598214286,0.599664992,0.102,0.0778,0.62497079,1.666458964,0.765444935,0.656226204
3,0.544,0.193219876,0.105028231,0.19,0.263,0.455610444,0.836920205,1.377891073,1.244398411
2,0.395,1.663485688,0.657754333,0.209,0.0871,0.604619036,1.529211052,0.415821655,0.313505002
2,0.55,0.449583502,0.247480474,0.0836,0.106,0.449533906,0.816642316,1.267080892,1.223845043
2,0.535,0.189451848,0.101366298,0.0262,0.0317,0.46494954,0.868982599,1.209903292,0.986173118
1,0.517,0.050095795,0.025907716,0.109,0.254,0.483090014,0.934568587,2.337735512,2.337735512
2,0.633,0.488216785,0.309216706,0.178,0.179,0.366640567,0.578882303,1.005830638,0.752933365
2,0.219,2.959619782,0.648439608,0.0609,0.0358,0.781379244,3.574158132,0.589097052,0.486000674
2,0.713,0.365364692,0.260407922,0.207,0.685,0.287265773,0.403047535,3.311821908,2.369083264
2,0.659,0.301888871,0.198924322,0.195,0.754,0.341067718,0.51760663,3.864429123,3.51516572
2,0.696,0.317165713,0.220874796,0.102,0.22,0.302617454,0.433933249,2.157844012,1.473217235
1,0.768,0.799927317,0.614149336,0.106,0.245,0.232243577,0.30249643,2.307561015,2.259704329
2,0.654,0.40528533,0.265011776,0.0254,0.0784,0.346110613,0.529310645,3.081852187,2.013596024
0,0.815,0.227111099,0.185013225,0.0162,0.0455,0.185362466,0.227539806,2.803729878,2.409769801
2,0.593,1.099236641,0.651822971,0.368,0.295,0.409702227,0.6940558,0.800747695,0.5391909
2,0.815,0.444822496,0.36258131,0.0884,0.293,0.186737122,0.229615253,3.309956962,1.655848906
2,0.847,0.246537059,0.208772712,0.265,1.31,0.150872932,0.177680471,4.931214059,3.409830219
1,0.826,0,0,0.189,0.127,0.173563398,0.210014171,0.671886529,0.671886529
1,0.827,0.098750039,0.081690904,0.596,2.4,0.172750668,0.208825394,4.032672404,4.009442167
1,0.625,0.573812387,0.358651388,0.285,0.302,0.374737206,0.599329873,1.060364357,1.052187843
2,0.88,0.150786085,0.132756715,0.618,1.8,0.120246096,0.136682162,2.908607046,2.414982807
1,0.449,0.248283488,0.111508753,0.176,0.0952,0.692114115,1.54104949,0.539892308,0.472185882
1,0.478,0.842892768,0.402860548,0.0478,0.0447,0.522416885,1.09387643,0.935994625,0.935994625
2,0.246,2.185854033,0.536804779,0.162,0.0716,0.828109812,3.371378879,0.441445566,0.215869502
2,0.487,0.839662447,0.40862423,0.0347,0.0421,0.512115888,1.049667352,1.209053303,0.600254107
2,0.501,0.904347826,0.452830189,0.236,0.345,0.499137004,0.996553963,1.463683139,1.082141859
2,0.84,0.238260734,0.200188143,0.351,1.11,0.160721388,0.191499148,3.155125338,3.105008376
1,0.563,1.138246261,0.64029257,0.137,0.0925,0.43747448,0.777697126,0.676732031,0.634217948
2,0.605,0.586736418,0.354910984,0.221,0.347,0.393589818,0.649048244,1.570594189,1.539710812
2,0.431,0.419008264,0.180748663,0.00547,0.0113,0.567549068,1.312401077,2.075793801,1.569131808
2,0.28,1.954248366,0.547619048,0.00819,0.00432,0.720839099,2.582163534,0.527909751,0.256441455
0,0.778,0.572109092,0.445076944,0.142,0.66,0.22415138,0.288911855,4.632424898,2.925506857
2,0.294,1.581818182,0.464412811,0.114,0.0549,0.707424828,2.417923752,0.480809625,0.338358899
2,0.856,0.25755373,0.220505342,0.0966,0.423,0.143647636,0.167743365,4.378288709,3.898672357
1,0.944,0.001260487,0.001189668,0.353,4.68,0.058269701,0.061875062,13.26221495,13.26221495
1,0.946,0.000104252,0.0000986,0.0386,0.362,0.05588632,0.059194514,9.390534235,9.386497372
2,0.647,0.331901959,0.214837226,0.309,0.464,0.35411864,0.54826966,1.498254617,1.316590145
0,0.963,0.51068573,0.491921154,0.617,6.8,0.036743882,0.038145496,11.01808875,10.52385024
1,0.727,0.288143528,0.209354403,0.135,0.415,0.273437082,0.376343293,3.073393364,3.073393364
1,0.651,0.118815434,0.07738375,0.76,0.244,0.348264475,0.534364394,0.321183445,0.321183445
1,0.903,0.002416577,0.002182767,0.277,0.252,0.095395721,0.105455669,0.909675723,0.909675723
2,0.83,0.201207157,0.167066737,0.0731,0.176,0.168135645,0.202118666,2.40481066,1.467875569
2,0.122,0.881593086,0.10782484,0.264,0.722,0.87799774,7.196693978,2.734779681,2.691248805
2,0.53,0.80756723,0.428050875,0.235,0.249,0.469950167,0.886615063,1.063641475,0.790220371
0,0.629,0.641740868,0.403942211,0.138,0.243,0.37055246,0.588694746,1.760262571,1.005598824
2,0.554,0.777125418,0.430583395,0.0000648,0.0000667,0.44592805,0.804819754,1.029672616,0.673424333
0,0.457,0.650833333,0.297750667,0.143,0.201,0.543958584,1.192779306,1.402236136,1.271161485
2,0.892,0.223015717,0.198918737,0.202,2.03,0.108050591,0.12113982,10.06419041,5.564496731
2,0.756,0.2875,0.217454545,0.184,1.03,0.241080601,0.317664203,5.604935729,3.532914513
2,0.653,0.351807596,0.229670619,0.0604,0.0891,0.347226664,0.531925583,1.472722598,0.352429605
3,0.355,2.447674419,0.870014466,0.00812,0.00409,0.644567699,1.813479511,0.504655393,0.460071544
0,0.712,0.577358491,0.411290323,0.108,0.356,0.289662137,0.407780303,3.307774645,3.206409698
1,0.906,0.0008853,0.000801691,0.00207,0.0000664,0.093136682,0.102701945,0.032060026,0.032060026
2,0.709,0.330655957,0.234567901,0.343,0.934,0.290152728,0.408754288,2.71946738,2.257181828
2,0.49,0.648173142,0.317583529,0.31,0.379,0.510032878,1.040953269,1.222214607,1.174156337
0,0.393,0.033700765,0.013230167,0.0193,0.0344,0.606486263,1.541207692,1.782514341,1.780224652
0,0.544,0.142122811,0.077311472,0.249,0.168,0.455374737,0.836125927,0.67530474,0.602608896
2,0.521,0.694019693,0.361741287,0.0378,0.0268,0.480195192,0.923795042,0.709543594,0.656329519
2,0.796,0.25299667,0.201326296,0.214,0.736,0.204233416,0.256649902,3.444407822,2.242538955
2,0.883,0.03234419,0.028568781,0.56,2.98,0.116726019,0.132151543,5.325354085,4.903468608
2,0.559,0.582097985,0.325377856,0.279,0.466,0.441025628,0.788990783,1.671221535,1.047389561
2,0.893,0.081653333,0.072891166,0.0278,0.158,0.11001661,0.123616852,5.700369164,3.972940879
2,0.14,2.301374063,0.32278481,0.0138,0.00892,0.859748158,6.129903325,0.643976346,0.438815173
2,0.575,0.702964234,0.404448069,0.0189,0.0141,0.424653419,0.738082806,0.742187072,0.473790078
1,0.879,0.125102253,0.109954715,0.303,1.72,0.120343543,0.136807519,5.672387702,5.672387702
1,0.985,0,0,0.34,0.349,0.015253664,0.015489942,1.026845652,1.026845652
