산업분야,자기자본비율,고정비율,유형자산비율,현금성자산비율,현금비율,부채비율,자기자본대비부채비율,유동비율,당좌비율
2,0.844,0.248633524,0.20994095,0.0145,0.0492,0.155620904,0.184302176,3.39337405,2.20886373
2,0.671,0.593309684,0.39784304,0.288,0.667,0.329451295,0.491315982,2.312965044,1.797029711
2,0.711,0.247092604,0.175736515,0.129,0.327,0.288782778,0.406040193,2.538118387,1.92768249
2,0.47,0.345409252,0.162208103,0.377,0.485,0.530388654,1.129420444,1.286326599,1.022594487
2,0.783,0.711934156,0.557415261,0.0453,0.164,0.216717026,0.276677762,3.628337053,3.063210173
2,0.562,0.270640554,0.15210648,0.397,0.535,0.437976025,0.779283525,1.349396612,1.154638646
0,0.365,2.597457627,0.948191307,0.45,0.162,0.635562525,1.743961077,0.360798246,0.321466884
1,0.574,0.074485112,0.042765399,0.365,0.338,0.425853067,0.741714433,0.925997807,0.910191902
1,0.858,0.786764706,0.675142434,0.0708,3.31,0.142935929,0.166774272,46.65331729,46.65331729
2,0.907,0.107766876,0.097708309,0.289,3.75,0.093336358,0.102944856,12.98003199,12.44151926
2,0.637,0.211623248,0.134851565,0.075,0.165,0.362775278,0.569305089,2.201979782,1.941993994
1,0.816,0.245083207,0.2,0.248,0.609,0.183789868,0.22517467,2.440409854,2.338841285
2,0.725,0.836218694,0.606050367,0.0321,0.0505,0.275248961,0.379784155,1.575203173,1.119308784
1,0.208,4.068085106,0.845269673,0.419,0.0809,0.793417395,3.840645903,0.194247801,0.184124355
2,0.359,0.683495336,0.245182588,0.0875,0.128,0.641281257,1.78769933,1.461330907,1.040655558
2,0.924,0.264318329,0.244139686,0.0118,0.117,0.0763422,0.082652038,9.873855749,8.566789931
2,0.157,3.330159264,0.522436723,0.00386,0.0031,0.905602089,5.782748495,0.80330802,0.255662016
1,0.195,0.695027624,0.135853132,0.177,0.182,0.804340393,4.110939654,1.028007011,1.028007011
2,0.697,0.195109803,0.136065488,0.0106,0.0213,0.302620953,0.433940415,2.0169127,1.808590021
2,0.583,0.743055738,0.433146753,0.336,0.527,0.417073672,0.715482647,1.567700616,1.072428919
1,0.757,0.039709271,0.030068664,0.442,1.05,0.242779741,0.320619711,2.368933031,2.066921895
2,0.385,0.813765182,0.313084112,0.00606,0.00449,0.615424568,1.600266701,0.742270688,0.410342586
2,0.744,0.244982684,0.182291274,0.245,0.826,0.254287269,0.340999212,3.366907657,2.747628439
0,0.687,1.043051649,0.71683878,0.0164,0.00522,0.312748529,0.455071459,0.317556829,0.176515858
2,0.81,0.311359392,0.25228552,0.414,1.89,0.189728892,0.234154828,4.568635637,4.230465495
1,0.653,0.436154712,0.284952248,0.162,0.216,0.346671628,0.530623869,1.333754804,1.311895728
1,0.953,0.002318828,0.002209346,0.396,0.599,0.047788617,0.050186878,1.512989811,1.512989811
1,0.711,0.179174394,0.127388017,0.293,0.376,0.289027776,0.406524708,1.282604576,1.238241485
2,0.509,0.611763159,0.311368021,0.258,0.252,0.491031756,0.964759121,0.975811373,0.940439251
2,0.635,0.598076923,0.379499695,0.222,0.346,0.362866023,0.569529693,1.553410769,1.133464604
2,0.938,0.198319662,0.186075435,0.0295,0.353,0.061739857,0.065802494,11.96462972,7.916230785
2,0.632,0.650767985,0.411515049,0.0449,0.063,0.364852752,0.574439655,1.405823112,0.751656102
2,0.719,0.018433443,0.013244461,0.171,0.824,0.281498248,0.391785055,4.824567288,4.374395477
2,0.546,0.132522422,0.0724016,0.162,0.124,0.452634786,0.826933781,0.765553687,0.303265428
2,0.478,0.657142857,0.313840156,0.2,0.273,0.52315038,1.097100806,1.364872072,0.851163045
2,0.489,0.973684211,0.476102941,0.0517,0.0617,0.510004842,1.040840403,1.189992897,0.946059874
2,0.884,0.149048846,0.131759721,0.725,4.11,0.115996368,0.131217072,5.668368508,5.098908447
2,0.519,0.836448598,0.434466019,0.0218,0.0265,0.48154995,0.928829239,1.218397227,0.864085119
2,0.596,0.496704141,0.296048942,0.204,0.835,0.403973277,0.677777122,4.09982139,2.551072554
1,0.745,0.257774692,0.192134147,0.202,0.811,0.254643096,0.341639146,4.018615264,4.018615264
2,0.347,1.686956522,0.584896143,0.000953,0.000556,0.65270129,1.879379893,0.584336816,0.486517425
2,0.381,0.59004653,0.224951314,0.494,0.564,0.618076546,1.618338018,1.138416952,1.123762881
2,0.556,0.77481372,0.430787114,0.0939,0.108,0.444012021,0.798600037,1.14703294,0.746110206
2,0.474,0.281873215,0.133592672,0.229,0.339,0.52605404,1.109945192,1.481268822,1.435107153
2,0.17,0.705455121,0.119856955,0.473,0.384,0.830099816,4.885808801,0.813664057,0.805350582
2,0.784,0.58241225,0.456820985,0.115,0.562,0.215639806,0.274924464,4.867599591,4.688092764
2,0.594,0.332508327,0.197367551,0.132,0.0644,0.406428244,0.68471628,0.487596505,0.159492237
2,0.718,0.257454213,0.184938203,0.247,0.269,0.281665657,0.392109412,1.091926936,0.967991841
1,0.908,0.142966955,0.129751464,0.484,2.84,0.091923495,0.101228954,5.857162768,5.857162768
2,0.574,0.497567429,0.28564782,0.0553,0.0338,0.425911337,0.741891218,0.612087425,0.394192457
3,0.759,0.145466006,0.110354598,0.54,1.04,0.241371914,0.318168967,1.919234194,1.919234194
2,0.454,0.49295021,0.223922496,0.0000603,0.0000849,0.545750278,1.201432275,1.408868307,0.265029985
1,0.97,0.002863003,0.002777774,0.105,1.42,0.029768845,0.03068222,13.44291458,13.44291458
0,0.658,0.126165373,0.083029299,0.141,0.312,0.341901056,0.519528346,2.21042016,1.707043131
1,0.537,0.64158578,0.34480687,0.213,0.285,0.462570897,0.860710546,1.339219509,1.339219509
0,0.805,0.000100383,0.0000808,0.323,1.02,0.195135682,0.242445438,3.151198063,3.131689233
3,0.215,0.182089552,0.039060832,0.128,0.123,0.785008716,3.651351365,0.961857418,0.819777245
2,0.677,0.425114097,0.287799469,0.224,0.444,0.323006527,0.477119116,1.985035281,1.162667534
2,0.678,0.196166481,0.1330247,0.34,0.518,0.321878543,0.474662083,1.522543417,1.284643701
1,0.971,0.001258043,0.001220931,0.596,2.86,0.029310678,0.030195735,4.800289489,4.800289489
1,0.522,0.416747931,0.217510735,0.111,0.194,0.478076028,0.915987871,1.758272127,1.518853032
0,0.499,0.030841901,0.01540491,0.212,0.329,0.500520079,1.002082481,1.555373638,1.410855217
1,0.368,0.176949204,0.065034235,0.256,0.182,0.632469468,1.720862386,0.712670983,0.712670983
1,0.747,0.131009343,0.097842093,0.32,1.05,0.253167058,0.338987534,3.297384457,3.297273128
2,0.642,0.304545455,0.195620438,0.062,0.123,0.357709006,0.556927587,1.988020011,1.744354981
2,0.942,0.174665501,0.164577283,0.326,3.74,0.057757357,0.061297754,11.4812101,8.412908171
1,0.569,0.271191804,0.154296694,0.0871,0.159,0.431042194,0.757599579,1.827763657,1.564152324
0,0.672,0.187493557,0.126030437,0.076,0.117,0.326207558,0.484136141,1.534283502,0.695418215
2,0.464,0.524505658,0.243129627,0.00555,0.0073,0.536459476,1.157308689,1.316051651,0.992914614
2,0.0736,9.060016194,0.666941523,0.0996,0.042,0.926326737,12.57288699,0.421844515,0.324482823
1,0.982,0,0,0.314,0.32,0.017535957,0.017848955,1.019088645,1.019088645
2,0.918,0.465065502,0.426853707,0.195,2.12,0.083343075,0.090920596,10.8175861,5.580123562
0,0.423,0.614634146,0.259793814,0.0951,0.125,0.577039639,1.364286641,1.31812053,1.095219347
1,0.405,1.417695473,0.574645538,0.112,0.0812,0.594777598,1.467777625,0.7247502,0.651455811
2,0.813,0.459672397,0.373551475,0.467,1.5,0.187352825,0.230546332,3.19952426,2.185831005
2,0.579,0.558211901,0.323177958,0.32,1.25,0.421047891,0.727258584,3.909952522,3.032578445
2,0.648,0.604704892,0.392046915,0.206,0.299,0.349593865,0.537501579,1.447908573,1.440163105
2,0.761,0.545377338,0.415219349,0.22,0.5,0.240017233,0.315819842,2.271599005,1.796586031
3,0.231,1.150442478,0.265306122,0.0579,0.0618,0.769443793,3.337300227,1.069130707,0.744846779
2,0.866,0.272861777,0.236424288,0.229,1.99,0.133538269,0.154119062,8.706650013,6.774656136
2,0.367,0.727272727,0.266666667,0.102,0.0726,0.633400241,1.727770477,0.711256293,0.657311721
1,0.713,0.199214881,0.141993586,0.145,0.535,0.287424102,0.403358659,3.674396046,3.467353798
1,0.694,0.163987897,0.113835126,0.0325,0.0477,0.306963674,0.442925938,1.473901145,1.463529052
2,0.296,0.193112325,0.057070172,0.115,0.157,0.720267838,2.445999981,1.364324172,1.364324172
2,0.766,0.019578547,0.015002055,0.26,1.2,0.233750358,0.305057706,4.609302861,3.033331391
2,0.391,1.609639638,0.629038193,0.158,0.0569,0.609205577,1.558890153,0.360221755,0.168570799
0,0.752,0.008021262,0.006034792,0.0219,0.172,0.247650563,0.329169599,7.85190884,7.745509737
2,0.688,0.019163638,0.013184765,0.141,0.106,0.311990513,0.45346833,0.754646296,0.186809135
2,0.933,0.197683723,0.184486721,0.145,1.38,0.06675816,0.071533612,9.471935505,6.142014766
2,0.0568,6.883211679,0.391286307,0.101,0.0838,0.94318673,16.6017641,0.829276708,0.582801708
1,0.963,0.013056373,0.012579611,0.339,11.1,0.036042965,0.037390647,32.74501578,32.74501578
1,0.985,0,0,0.359,0.368,0.015466782,0.015709762,1.026470012,1.026470012
2,0.516,0.455645161,0.234927235,0.0756,0.117,0.485472223,0.943528705,1.554468304,1.152367525
1,0.562,0.51048951,0.286724273,0.239,0.196,0.439773159,0.784991232,0.820113974,0.812838474
1,0.517,0.007455662,0.003852123,0.0333,0.0638,0.483329192,0.935468357,1.915738907,1.915738907
3,0.544,0.741293532,0.403065825,0.109,0.155,0.456413336,0.839633062,1.423914919,1.420890326
2,0.9,0.175771681,0.158141087,0.159,1.18,0.096766165,0.107132943,7.381608512,5.100887098
2,0.196,1.682170543,0.329286798,0.18,0.144,0.804907196,4.125765679,0.797259249,0.73320383
2,0.541,0.306879585,0.165952523,0.0192,0.0161,0.458510148,0.846758695,0.838728132,0.594173496
2,0.969,0.00411177,0.003985298,0.518,11.2,0.030758559,0.031734672,21.58931909,21.58881511
0,0.646,0.116741932,0.075453658,0.26,0.296,0.35367133,0.547200437,1.138443521,0.850176068
2,0.602,0.466156193,0.280855498,0.137,0.292,0.397507741,0.659772362,2.128689461,1.55228011
0,0.65,0.95625,0.621445979,0.0159,0.0129,0.34865266,0.535278496,0.816060039,0.766024056
2,0.493,0.644067797,0.317548747,0.232,0.282,0.508459525,1.034418877,1.216655262,0.979098881
0,0.812,0.12195122,0.099075297,0.0446,0.12,0.188136289,0.231734588,2.695109803,2.270415084
2,0.953,0.325471698,0.31011236,0.0311,0.438,0.046345411,0.048597662,14.05879741,12.73870724
2,0.885,0.298913043,0.264423077,0.405,2,0.11605664,0.131294449,4.940639904,4.388247566
2,0.17,1.412530398,0.240648551,0.0903,0.0736,0.829284473,4.857694747,0.813818856,0.800793871
2,0.839,0.28847191,0.242052492,0.222,1.12,0.167412946,0.199518426,5.021863897,4.515177345
2,0.267,0.053507322,0.014277742,0.0749,0.102,0.733162842,2.747603997,1.357894764,1.323517395
2,0.383,1.412029256,0.540805534,0.272,0.193,0.617001184,1.610974128,0.710633035,0.567128806
2,0.711,0.540138174,0.384288029,0.416,0.787,0.290485184,0.409413539,1.897124667,1.445215727
2,0.465,0.860465116,0.4,0.223,0.196,0.53408182,1.146297488,0.876378817,0.803234415
2,0.403,0.841070964,0.338553168,0.0209,0.0151,0.597473718,1.48430983,0.723669617,0.602691752
2,0.197,2.494946333,0.492535943,0.0477,0.0312,0.802586558,4.065511196,0.65314081,0.420004168
2,0.502,0.669660506,0.336056738,0.0611,0.0687,0.498207764,0.992849846,1.124956859,0.702657154
2,0.809,0.133132365,0.107747025,0.0666,0.0782,0.190677454,0.235601312,1.172912099,1.00962474
3,0.521,0.009363183,0.004878969,0.0741,0.152,0.478919822,0.919090464,2.048240113,1.444691718
2,0.538,0.815714672,0.439067446,0.0661,0.0973,0.461738938,0.857834553,1.470866527,0.509532905
2,0.763,0.647058824,0.493403694,0.417,0.913,0.238066746,0.312451163,2.194254221,1.87057756
1,0.803,0.010440545,0.008387294,0.532,1.81,0.196661266,0.24480491,3.403452749,3.403452749
2,0.429,1.576516325,0.67599902,0.00743,0.0049,0.571207092,1.332128122,0.659526128,0.487900146
2,0.745,0.633401222,0.471927162,0.018,0.0353,0.254337917,0.341089384,1.954713261,1.258873067
2,0.56,0.298134388,0.167019281,0.111,0.162,0.439785254,0.78502977,1.45273055,1.317912081
2,0.315,1.943396226,0.612487611,0.00714,0.00372,0.684983733,2.174439242,0.520745276,0.431172968
2,0.551,0.692090395,0.381619938,0.0641,0.103,0.447948697,0.81142761,1.602127297,1.137411088
1,0.402,0.149881459,0.060272231,0.302,0.443,0.597867329,1.486741496,1.465951391,1.336311345
2,0.629,0.337307418,0.212048989,0.0868,0.188,0.371347983,0.590705147,2.169513227,1.358297923
2,0.741,0.341891219,0.253335789,0.0541,0.135,0.258414075,0.348460961,2.500648951,1.101891102
2,0.431,1.243697479,0.536231884,0.181,0.126,0.568421532,1.317066715,0.69412652,0.541851078
1,0.863,0.017902962,0.015452387,0.163,0.839,0.136880963,0.158588743,5.157866076,5.157866076
2,0.619,0.426228536,0.263683755,0.55,0.837,0.383526088,0.622128696,1.529627394,1.455615769
0,0.683,0.076725683,0.052440805,0.0854,0.15,0.316515626,0.463091239,1.756818626,1.618781636
2,0.667,0.407712849,0.271785773,0.197,0.396,0.333389239,0.500125798,2.00945745,1.990487529
1,0.808,0.083552623,0.067507747,0.305,1.69,0.19203318,0.237674586,5.525906254,5.355971883
2,0.73,0.944076693,0.689280654,0.166,0.295,0.269889132,0.369654998,1.774833525,1.299380183
1,0.74,0.004299236,0.003183124,0.0654,0.166,0.259606944,0.350633954,2.543134162,2.543134162
3,0.174,2.3359375,0.406802721,0.086,0.0539,0.825769167,4.739544867,0.626161248,0.614296212
2,0.768,0.285558068,0.219168965,0.0509,0.231,0.232488978,0.302912884,4.545774341,3.711099518
1,0.732,0.205645161,0.150553506,0.204,0.464,0.268326064,0.366728857,2.269073701,2.242300598
2,0.926,0.294049008,0.272432432,0.0164,0.141,0.073446574,0.079268622,8.60708336,7.849282552
2,0.607,1.116169551,0.677426676,0.373,0.364,0.393079057,0.647661053,0.976721811,0.803863249
2,0.63,0.636914032,0.401172107,0.414,0.801,0.370131467,0.587632891,1.935040227,1.64135245
2,0.705,0.452217616,0.31878624,0.0732,0.195,0.295060102,0.418560649,2.665662479,1.827994634
2,0.496,0.711354736,0.352806612,0.107,0.085,0.502858937,1.011495586,0.794997385,0.731961681
1,0.515,0.05295553,0.027286331,0.122,0.261,0.484731232,0.940734744,2.131879026,2.131879026
1,0.885,0.022595875,0.020003407,0.118,1.2,0.114731942,0.129601357,10.19131166,10.19131166
2,0.523,0.890980931,0.465831303,0.107,0.129,0.477170288,0.912668652,1.207432716,0.854558209
2,-0.628,-0.183183182,0.11506328,0.522,0.0764,1.628133344,-2.592022802,0.146125772,0.136112363
2,0.306,0.84029975,0.256998475,0.00164,0.002,0.694452917,2.272831033,1.224076257,0.312274851
2,0.539,0.212310459,0.114471868,0.285,0.346,0.460827938,0.854695507,1.213917026,1.209009387
3,0.668,0.000523411,0.000349416,0.0434,0.0241,0.332424347,0.497957566,0.555171301,0.555171301
3,0.273,0.252537313,0.068836452,0.232,0.315,0.727420903,2.668659887,1.357460252,1.264965871
2,0.646,0.738046666,0.476691151,0.0613,0.0646,0.351411902,0.541813535,1.052997187,0.869506987
2,0.793,0.237755343,0.188581333,0.225,0.587,0.2068261,0.260757572,2.609943262,2.077193336
2,0.646,0.580645161,0.375,0.0182,0.0257,0.356238265,0.553369855,1.413226752,0.646728576
2,0.463,0.51113005,0.236790258,0.166,0.213,0.53673188,1.158577195,1.281705619,1.252465965
0,0.807,0.167554867,0.135211856,0.0767,0.33,0.193029371,0.239202474,4.297759156,2.833917547
2,0.426,0.815345761,0.347639268,0.147,0.154,0.573629637,1.345378776,1.046586348,0.841505108
2,0.786,0.193682969,0.152328646,0.0196,0.0706,0.213515539,0.271480937,3.604554175,3.038700664
0,0.966,0.120400619,0.116347275,0.12,2.45,0.034595492,0.03583531,20.3417779,19.50279726
0,0.382,0.866495507,0.331369661,0.333,0.509,0.617014028,1.611061693,1.529151792,0.875757184
3,0.681,0.314807686,0.214244581,0.0799,0.274,0.319442979,0.469384591,3.422240771,2.068319397
2,0.441,0.390479429,0.172034995,0.0703,0.0512,0.559803904,1.271712813,0.729647016,0.557322709
2,0.768,0.16183152,0.124359089,0.0237,0.0864,0.230839786,0.300120386,3.650066179,2.989517542
2,0.59,0.336381796,0.198497597,0.158,0.205,0.409903868,0.694639136,1.296768151,0.870698888
2,0.855,0.546103095,0.467116616,0.171,0.981,0.144636572,0.169093706,5.741442561,2.668842741
1,0.65,0.177110448,0.115074053,0.3,0.763,0.34893445,0.535944389,2.545269774,2.545269774
2,0.637,0.369798286,0.235510334,0.384,0.779,0.363138383,0.570199827,2.026556933,1.241725102
2,0.929,0.127098321,0.118040089,0.162,1.97,0.070475195,0.075818502,12.11530149,11.33110426
2,0.783,0.076481934,0.059885903,0.399,2.67,0.216992821,0.277127499,6.690016775,6.055756382
2,0.532,0.472048451,0.251021379,0.00219,0.0043,0.46822963,0.880510943,1.964189606,1.722438418
2,0.61,0.426443829,0.260308849,0.0774,0.0987,0.389582329,0.638222562,1.275495448,0.982593028
2,0.0645,6.12635486,0.395301609,0.00278,0.00138,0.935401184,14.48005429,0.497523802,0.354316982
2,0.96,0.204534152,0.196428023,0.264,10.8,0.039632155,0.041267682,41.03030296,40.35002671
1,0.874,0.169938731,0.14848146,0.252,0.531,0.126264749,0.144511451,2.103549119,2.076848807
1,0.994,0,0,0.825,93.3,0.006635065,0.006679401,113.2027273,113.2027273
2,0.516,0.677725118,0.349633252,0.0651,0.089,0.484003665,0.937998846,1.374216041,1.130896061
0,0.348,0.040687496,0.014146962,0.0983,0.216,0.652301975,1.876058904,2.200726715,0.794172357
1,0.464,1.239263804,0.5748452,0.357,0.317,0.53659393,1.157937687,0.888826891,0.888826891
2,0.79,0.133898831,0.105818053,0.213,0.148,0.211294652,0.267899675,0.692232613,0.598260012
2,0.593,0.167241378,0.099110276,0.269,0.566,0.407908864,0.688932487,2.107031276,1.906392337
2,0.565,0.60568218,0.342244206,0.146,0.27,0.43228079,0.761435975,1.84463457,1.645328218
2,0.458,0.893583725,0.409318996,0.0961,0.159,0.542298297,1.184829098,1.649785424,1.148326636
2,0.601,0.204663443,0.122934415,0.0427,0.0624,0.399333789,0.664818132,1.461889876,0.779388022
2,0.742,0.303027976,0.224789513,0.0976,0.369,0.258188909,0.348052101,3.783085412,3.126661138
2,0.781,0.561264822,0.438271605,0.237,0.644,0.220819879,0.283401153,2.731944609,2.252660001
2,0.733,0.518887021,0.380225876,0.561,1.72,0.267228008,0.364680979,3.063106934,2.641969113
2,0.494,0.582090424,0.287623,0.139,0.195,0.506308232,1.025558879,1.407053683,1.182790961
1,0.126,0.013475069,0.001691429,0.212,0.0279,0.874477159,6.966677565,0.131784488,0.131784488
0,0.604,0.299191841,0.180762942,0.0424,0.0719,0.395829307,0.655161383,1.695331478,1.276595575
2,0.348,0.02153705,0.007500188,0.269,0.182,0.651754189,1.871534899,0.67671844,0.631300753
2,0.38,0.680508019,0.258915328,0.0815,0.0565,0.619526412,1.628303336,0.693421689,0.398059916
2,0.655,0.209135471,0.137019791,0.0624,0.11,0.346972494,0.531331008,1.767440444,1.683848021
2,0.613,0.304713037,0.186801466,0.395,1.32,0.386959389,0.631213303,3.345624961,2.684844592
2,0.467,0.320287334,0.149545925,0.01,0.00955,0.532551194,1.139275065,0.949760935,0.935311491
2,0.772,0.671969164,0.518815642,0.0265,0.0358,0.227917485,0.29519835,1.347350812,1.067681001
2,0.773,0.340936103,0.263595659,0.298,2.47,0.226847329,0.293405607,8.293969593,6.510199257
2,0.506,1.647338504,0.834101043,0.0207,0.00747,0.493667488,0.974986745,0.360397582,0.285185537
1,0.667,0.001154304,0.000769435,0.000971,0.000192,0.3373587,0.509111421,0.197301076,0.197301076
1,0.0257,0.679637228,0.017491464,0.0301,0.0472,0.974263529,37.85536559,1.5683718,1.516193705
1,0.833,0.086059992,0.071714072,0.582,2.58,0.166696746,0.200043317,4.429980648,4.413722877
1,0.864,0.022457778,0.019409731,0.0245,0.0644,0.136006341,0.157416367,2.625261435,2.625261435
2,0.871,0.031885127,0.027785454,0.583,3.71,0.128576358,0.147547475,6.353693321,5.997453326
1,0.779,0.000432857,0.00033729,0.691,0.437,0.22006206,0.282154158,0.632014579,0.601172081
2,0.189,1.357562432,0.25614204,0.125,0.121,0.811322092,4.300037561,0.966691035,0.704577022
2,0.848,0.435959516,0.369588568,0.0919,0.356,0.152241081,0.17958063,3.874819243,3.058363583
2,0.547,0.172890443,0.094529764,0.309,0.245,0.454306676,0.832536528,0.793308824,0.444427037
2,0.819,0.569327765,0.466357007,0.0464,0.137,0.180863755,0.220798135,2.95640642,2.373436572
2,0.674,0.658896589,0.443808771,0.101,0.156,0.326436381,0.484640755,1.542081136,1.184220123
0,0.232,2.174757282,0.504504505,0.39,0.563,0.767542475,3.301841965,1.448153883,1.306547293
1,0.891,0.009370378,0.008344575,0.374,1.38,0.109653245,0.123157624,3.699026831,3.69480803
2,0.499,0.27881858,0.139003349,0.122,0.184,0.501455933,1.005840741,1.502322511,1.501877622
2,0.165,3.619301472,0.598314607,0.172,0.666,0.834509176,5.042663724,3.861895738,1.791821653
2,0.919,0.133234929,0.122436397,0.0722,3.83,0.081048805,0.088197072,53.12815371,52.87148091
2,0.455,1.192857143,0.543205331,0.00662,0.00518,0.545090373,1.198233849,0.778864746,0.744774952
1,0.928,0.007047436,0.00653965,0.918,13.2,0.072052696,0.077647401,14.38916204,14.38916204
0,0.44,1.165228113,0.51275095,0.248,0.147,0.559547538,1.270389445,0.590745662,0.581847914
2,0.741,0.262605042,0.19470405,0.0224,0.0317,0.258168897,0.348015716,1.413693334,0.877212659
2,0.599,0.313120476,0.187629021,0.0507,0.011,0.400776905,0.668827534,0.216408512,0.164729342
2,0.838,0.269744299,0.226074142,0.23,1.15,0.161894644,0.193167413,5.006003487,4.998712621
2,0.672,0.16838881,0.113159943,0.0795,0.149,0.327984189,0.488060228,1.872291754,1.346952665
1,0.941,0.181184558,0.17055517,0.162,0.906,0.058666086,0.06232229,5.583315282,5.514332864
2,0.414,0.030295377,0.012557131,0.0564,0.0912,0.58551,1.412603443,1.61688463,0.618417338
2,0.724,0.354726256,0.256697063,0.175,0.348,0.274624646,0.378596512,1.986538234,1.947193337
2,0.56,1.123809524,0.629701839,0.0686,0.0737,0.440328583,0.78676478,1.075482101,0.549006523
2,0.335,1.602741775,0.537424191,0.0194,0.00914,0.664434539,1.980045014,0.474144033,0.355078987
2,0.576,1.039548023,0.599030664,0.0814,0.089,0.422042193,0.730230632,1.09290448,0.715305739
1,0.747,0.780421789,0.583364738,0.653,0.994,0.252500704,0.337793902,1.522114016,1.522114016
2,0.796,0.181030205,0.144034231,0.413,1.24,0.204363542,0.256855426,2.999678096,2.670109509
2,0.656,0.419965577,0.275395034,0.268,0.313,0.344497095,0.525546251,1.163882049,0.900757203
2,0.825,0.157660969,0.130028152,0.554,2.38,0.17526733,0.212514111,4.286401712,4.150740288
2,0.636,0.004811516,0.003060923,0.102,0.266,0.363833958,0.571916661,2.61410448,2.601100391
2,0.668,0.047425891,0.031659647,0.487,0.766,0.332439599,0.49799179,1.573519328,1.55126987
2,0.864,0.106623265,0.092113355,0.794,5.15,0.13608578,0.157522329,6.483154183,6.302022472
0,0.845,0.007836941,0.006618365,0.479,4.11,0.155491304,0.18412043,8.580201428,6.402463318
2,0.542,0.245080167,0.132833608,0.0552,0.108,0.457999359,0.845016268,1.963347471,0.993520713
2,0.545,0.357167822,0.194546364,0.122,0.213,0.455308255,0.835900782,1.741190377,1.427617176
2,0.665,0.344554608,0.229271299,0.0543,0.0811,0.337179741,0.508703093,1.497434803,0.31684969
0,0.77,0.472065628,0.363284101,0.158,0.641,0.231348888,0.300981359,4.048188804,2.704847755
0,0.482,0.014967064,0.007214744,0.0873,0.131,0.517958653,1.074510843,1.501751655,1.333548004
2,0.623,0.441275483,0.274722962,0.00861,0.015,0.377434342,0.606256283,1.7463255,1.239624478
2,0.53,0.497107907,0.263277104,0.224,0.279,0.470382387,0.888154727,1.245728901,0.919059295
2,0.567,0.795652174,0.450738916,0.122,0.0668,0.432717307,0.762787889,0.545171812,0.352516628
1,0.638,0.497783048,0.317733828,0.341,0.426,0.361702194,0.566666829,1.24809621,0.888701118
2,0.872,0.263807474,0.229909295,0.72,7.04,0.131526228,0.151445423,9.778872703,9.363499914
1,0.997,0.000566869,0.00056509,0.479,17.7,0.001793028,0.001796249,36.86338093,36.86338093
0,0.45,0.927868852,0.41740413,0.0784,0.105,0.550423383,1.224314973,1.344920126,1.039322593
2,0.258,1.934210526,0.499151104,0.00335,0.00215,0.741350825,2.866240826,0.643637044,0.370655031
2,0.374,0.054298085,0.020317283,0.44,0.712,0.625819536,1.672507241,1.616566362,1.382867267
2,0.612,0.832467716,0.509205884,0.296,0.289,0.38831756,0.634835227,0.978722861,0.672737001
1,0.719,0.030027803,0.0215909,0.495,1.22,0.282300605,0.393340673,2.457224401,1.752513804
2,0.827,0.11902301,0.098432061,0.0519,0.0266,0.172267076,0.208119165,0.512520487,0.302809161
2,0.778,0.627831715,0.488664987,0.274,0.807,0.222271031,0.285795188,2.941677974,2.60646361
0,0.921,0.028218576,0.026002797,0.118,1.48,0.078671118,0.085388805,12.5479773,11.83676237
3,0.349,0.007415131,0.002585275,0.273,0.617,0.650596528,1.862020785,2.260717597,2.244282812
2,0.632,0.324450696,0.205110876,0.105,0.167,0.367821124,0.581830772,1.584604964,0.685924508
2,0.608,0.06242495,0.037962331,0.438,0.351,0.393252523,0.648127566,0.79880135,0.662024139
2,0.499,0.804761905,0.401425178,0.0198,0.0142,0.499139601,0.996564688,0.713301613,0.663725502
1,0.965,0,0,0.605,0.543,0.035120405,0.036398743,0.897602001,0.897602001
2,0.933,0.15259334,0.142316207,0.579,5.51,0.07136374,0.076847969,9.529910141,9.123791083
1,0.551,0.009175111,0.005051154,0.113,0.0914,0.456234205,0.829340869,0.807614151,0.806680562
2,0.626,0.053235973,0.033325506,0.052,0.105,0.374004006,0.597454313,2.027440629,1.945305549
2,0.58,0.131863936,0.076418897,0.0171,0.028,0.420471594,0.725540956,1.639927179,1.614181934
2,0.76,0.617283951,0.468966763,0.148,0.404,0.242837308,0.320718966,2.723913028,1.574642694
1,0.337,0.465723637,0.157092894,0.334,0.47,0.662690744,1.964638478,1.406272987,1.406272987
1,0.795,0.169252405,0.134529508,0.168,0.893,0.205154525,0.258106175,5.306324113,4.07951301
2,0.844,0.315717804,0.266528746,0.332,1.35,0.155800709,0.184554418,4.076499945,3.779967641
2,0.372,1.633570956,0.607266326,0.043,0.0258,0.628258372,1.690040407,0.599621307,0.273220033
0,0.669,0.066920046,0.044736607,0.66,6.27,0.331491688,0.495867714,9.49519427,9.40311848
1,0.456,0.196369,0.089617936,0.189,0.386,0.54362483,1.191179683,2.040728225,2.00528662
2,0.746,0.687748568,0.51321152,0.171,0.442,0.252872054,0.338459624,2.588354853,1.44661679
2,0.885,0.011316107,0.010014254,0.162,0.695,0.114292221,0.129040563,4.27715963,4.057166259
2,0.759,0.389773771,0.295765848,0.181,0.916,0.241185863,0.317845769,5.071681577,4.348683544
2,0.769,0.21193937,0.163079096,0.165,0.485,0.229436668,0.297751037,2.934779535,2.830706763
2,0.839,0.515100018,0.432350344,0.439,1.44,0.16291328,0.194619714,3.272993882,2.753499825
